"RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","DelIn2Yr"
0.911188475,72,1,1.487102579,10,0,1,1,"0"
0,53,0,0.279678068,8,0,1,0,"0"
0.076282082,36,0,0.213146582,4,0,1,0,"0"
0.0999001,22,0,0.00487013,3,0,0,0,"0"
0.045572996,72,0,0.326836582,3,0,1,0,"0"
0.956472519,56,0,0.368773946,9,0,1,0,"0"
1.019775041,45,0,0.643335666,16,0,1,0,"0"
0.001698664,71,1,1,8,0,0,0,"0"
0.856678342,54,1,0.382323232,23,0,2,0,"0"
0.119841075,53,0,0.217450795,6,0,1,0,"0"
0.028697285,50,2,1.310215558,17,0,2,0,"0"
0.911385979,49,0,0.887222743,8,0,1,0,"0"
0.018049098,47,0,0.269957819,4,0,1,0,"0"
0.236311551,46,0,0.423894026,4,0,1,0,"0"
0.069094032,61,0,0.209754194,7,0,1,0,"0"
0.042477494,62,0,0.319951522,20,0,1,0,"0"
0.020755591,56,0,0.22397365,7,0,2,0,"0"
0.033795888,49,0,0.003363331,6,0,0,0,"0"
0.333722209,56,0,0.631980803,7,0,1,0,"0"
0.019586707,57,0,0.010774509,9,0,1,0,"0"
0.946866643,44,2,0.002459085,2,0,0,1,"0"
0.071740807,58,0,0.376776814,17,0,2,0,"0"
0.041960066,75,0,283,5,0,0,0,"0"
0.000837506,37,0,1917,7,0,1,0,"0"
0.099643382,44,0,0.412535977,5,0,2,0,"0"
0.055559028,82,0,25,4,0,0,0,"0"
0.50226292,30,0,0.080692203,12,0,2,0,"0"
0.9999999,39,0,0.908883827,1,1,0,1,"1"
0.419128489,63,0,0.372881356,13,0,4,0,"0"
0.003998001,38,0,0.186621636,6,0,1,0,"0"
0.077100821,64,0,0.290638987,18,0,1,0,"0"
0,59,0,0,1,0,0,0,"0"
0.359227263,58,2,1041,7,2,1,0,"0"
0.387109524,50,0,0.720519194,12,0,1,0,"0"
0.098231827,44,0,7256,7,0,1,0,"0"
0.682289714,33,0,0.329223592,10,0,0,0,"0"
6190,27,0,0.478532397,6,0,0,1,"1"
0.745759258,80,2,0.324488556,21,0,3,0,"0"
0,38,0,1890,8,0,2,0,"0"
0.9999999,66,0,579,8,0,0,0,"0"
0.961610637,50,0,0.201680672,13,0,0,0,"0"
0.04929064,67,0,0.197290972,5,0,2,0,"0"
0.9999999,33,0,0.119152339,0,7,0,0,"1"
0.057198173,42,0,0.410766896,11,0,2,0,"0"
0,80,0,0.001332445,6,0,0,0,"0"
0,34,1,0.328550465,6,0,2,0,"0"
0.114023918,52,0,0.513374331,16,0,4,0,"0"
0.086276092,40,0,0.210357928,8,0,0,0,"0"
0.100631161,37,0,0.239434742,4,0,1,0,"0"
0.000841643,63,0,0.00099975,11,0,0,0,"0"
0,46,0,4021,7,0,2,0,"0"
0.024866084,68,0,0.21791488,11,0,1,0,"0"
0.408825978,25,0,0.039555864,2,0,0,0,"0"
0,85,0,0.332661742,5,0,1,0,"0"
0.010312097,44,0,0.33188937,4,0,1,0,"0"
0.27872258,70,0,237,4,0,0,0,"0"
0.578605349,33,0,0.113457296,2,0,0,0,"1"
0,79,0,198,6,0,0,0,"0"
0.210965882,52,0,0.280805069,13,0,2,0,"0"
0.021872569,54,0,0.300633263,9,0,1,0,"0"
0.732712056,52,0,1.260450161,30,0,2,0,"1"
9.09e-05,39,0,0.555260361,7,0,1,0,"0"
0.029087971,79,0,0.262818446,6,0,1,0,"0"
0.507804009,53,0,0.23888056,10,0,0,0,"0"
0.015441945,48,0,417,3,0,0,0,"0"
0.500042731,49,0,0.189554318,5,0,2,0,"0"
0.516522129,56,0,0.461135019,9,0,3,0,"0"
0.026526857,48,0,22,4,0,0,1,"0"
0,38,0,1.527294541,8,0,2,0,"0"
0.244454947,65,0,0.216435948,7,0,0,0,"0"
0.9999999,30,0,0.019433648,2,0,0,0,"0"
0.260108062,54,0,0.489127718,9,0,1,0,"0"
0.169115729,28,0,0.215885947,6,0,1,0,"0"
0,30,0,0.014043109,2,0,0,1,"0"
0.015734952,59,0,1507,14,0,1,0,"0"
0,32,0,0.265057445,9,0,2,0,"0"
0.644875176,44,1,0.333610995,12,0,0,0,"1"
0.061496925,62,0,0.179251,3,0,1,0,"0"
0.9999999,67,0,2418,3,0,2,0,"0"
0.024314263,65,0,0.307762225,9,0,2,0,"0"
0.224756425,53,0,393,4,0,0,0,"0"
0.634629726,42,0,0.218700475,14,0,0,0,"0"
0.034915948,71,0,1839,7,0,1,0,"0"
0,36,0,0.106276151,2,0,0,1,"0"
0.21283147,59,0,3972,10,0,2,0,"0"
0.610567515,49,0,0.781292985,5,0,1,0,"0"
0.052124983,76,0,199,11,0,0,0,"0"
0.061234004,45,0,0.423333828,8,0,2,0,"0"
0.070839896,47,0,0.274055595,3,0,1,0,"0"
0.969297433,48,0,0.287277219,7,0,2,0,"0"
0.034262493,66,0,0.213546202,6,0,1,0,"0"
0.120796443,58,1,0.62410024,27,0,1,0,"0"
0.014786983,39,0,0.202838063,3,0,1,0,"0"
0,45,0,0.372876322,12,0,3,0,"0"
1.00745319,52,1,0.032218642,3,0,0,0,"0"
0.405780006,44,0,0.398070815,12,0,2,0,"0"
0.402539541,64,0,0.292485376,6,0,1,0,"0"
0.350222775,62,4,0.558555181,21,3,2,0,"1"
0.9999999,23,0,0,1,0,0,0,"0"
0,45,0,0.090391283,10,0,0,0,"0"
0.799852177,43,0,0.379091198,8,0,2,0,"0"
0.010688918,84,0,5,2,0,0,0,"0"
0.124225391,54,0,0.213982168,16,0,2,0,"0"
0.134012146,80,0,1.443674177,9,0,2,0,"0"
0,81,0,0.215887598,8,0,0,0,"0"
0.018100074,66,0,702,7,0,1,0,"0"
0.016178586,39,0,0.453692681,17,0,2,0,"0"
0.991192573,56,1,0.179364127,7,2,0,0,"0"
0.039790009,38,0,64,4,0,0,0,"0"
0,50,0,2504,4,0,1,0,"0"
0.084309833,72,0,0.167996132,8,0,1,0,"0"
0,68,0,0.548577761,8,0,1,0,"0"
0.036457574,80,0,0.013596374,4,0,0,0,"0"
0.043243717,81,0,29,4,0,0,0,"0"
0.655196588,48,0,0.588702234,16,0,2,0,"0"
0.723579467,37,0,0.224520309,8,0,0,0,"0"
0.710728927,33,2,0.358390555,10,0,1,1,"0"
0.066193381,28,0,0.04396516,3,0,0,0,"0"
0.0006981,53,0,0.128989251,6,0,1,0,"0"
0.9999999,51,0,0.447745544,8,0,2,0,"0"
0.789180086,43,0,0.1728032,6,0,1,0,"0"
0.060209184,62,0,0.109438776,13,0,1,0,"1"
0.467582737,59,0,1248.5,9,0,1,0,"0"
0.504922471,25,0,0.064374543,8,0,0,0,"0"
0.9999999,33,1,0.10924016,1,2,0,0,"1"
0.252221076,58,1,0.155475763,26,0,0,0,"0"
0.009799608,52,0,0.00209958,4,0,0,0,"0"
0.660261973,36,0,0.153036522,6,0,0,0,"0"
0.760145012,52,1,0.312390454,9,1,1,0,"0"
0.202674833,40,0,0.452727668,8,0,2,0,"0"
0.023990702,67,0,32,3,0,0,0,"0"
1.013278277,35,0,0.987538941,27,0,6,0,"1"
0,88,0,0.412793603,17,0,1,0,"0"
0.001749563,51,0,0.282660967,7,0,1,0,"0"
0.867338371,37,1,0.123087691,9,0,0,0,"0"
0.52980523,42,0,1791,8,0,0,0,"0"
0.070876046,50,0,0.097227969,6,0,0,1,"0"
0.099090447,36,0,0.354180647,7,0,1,0,"0"
0,66,0,0.000476145,8,0,0,0,"0"
0.121546059,38,0,981,7,0,1,0,"0"
0.9999999,66,0,0,1,0,0,0,"0"
0.832919181,50,5,0.285265332,12,0,2,0,"0"
0.011401509,63,0,1722,4,0,1,0,"0"
0.039942047,47,0,0.428190476,10,0,1,0,"0"
0,47,0,0.24574248,5,0,1,0,"0"
0.177622029,63,0,0.367224503,9,0,3,0,"0"
0.047073551,60,0,1728,10,0,2,0,"0"
0.911763444,40,1,0.412371134,7,0,2,0,"0"
1.015826739,34,0,0.155168966,3,0,1,0,"0"
0.009141986,42,0,0.001427552,2,0,0,0,"0"
0.129544208,39,0,0.106578684,5,0,0,0,"0"
0,70,1,678,12,0,0,0,"1"
0.692139197,45,0,0.417752196,9,0,2,0,"0"
0.061043028,62,0,0.179280655,14,0,1,0,"0"
0.335470419,38,0,0.844274485,13,0,1,0,"0"
0,49,0,0.311344328,6,0,1,0,"0"
0.29319438,60,0,209,6,0,0,0,"0"
0.193235956,40,0,0.607511399,6,0,1,0,"0"
0.050585857,38,1,0.126499684,4,1,0,0,"0"
0.861706915,46,0,0.384106912,6,0,2,0,"0"
0.002920542,47,0,0.00339932,4,0,0,0,"0"
0.349005761,57,0,0.118700541,4,0,0,0,"0"
0.911817735,39,1,0.354692557,4,0,0,0,"0"
0,70,0,0.27076049,5,0,1,0,"0"
0.062591387,48,0,0.476534296,6,0,1,0,"0"
0.014776126,66,0,0.105360018,9,0,2,0,"0"
0.105421041,29,0,0.140039448,3,0,0,0,"0"
0.096180572,63,0,0.317726436,4,0,1,0,"0"
0.048012561,25,0,0.135540287,3,0,0,0,"0"
0.782963858,53,0,1.812527765,15,0,1,0,"1"
0.04085816,63,0,802,8,0,0,0,"0"
0.024433016,50,0,0.270877341,9,0,1,0,"0"
0.9999999,29,1,375,2,0,0,0,"0"
0.435085695,50,0,0.745512384,13,0,1,0,"1"
0.105071877,40,0,0.318626546,11,0,0,0,"0"
0.196662921,55,0,0.508507279,15,0,2,0,"0"
0.177622279,52,0,0.887139108,15,0,5,0,"0"
0.014670997,63,1,0.204746524,14,0,2,0,"0"
0.294878611,51,0,0.274451993,5,0,2,1,"0"
0.072717467,84,0,0.209631728,4,0,1,0,"0"
0.856428714,43,0,0.326191292,6,0,2,0,"0"
0.532699066,48,1,0.514689207,15,0,2,0,"0"
0.055131837,70,0,0.361475228,8,0,1,0,"0"
0,48,2,0.384413638,11,0,3,0,"0"
0.014949626,44,0,234,6,0,0,0,"0"
0.992751812,55,0,0.122302158,1,0,0,0,"0"
0.074677757,41,1,0.332972252,13,0,2,0,"0"
0.042429195,60,0,0.014496376,2,0,0,0,"0"
0.092418526,62,0,0.613693153,34,0,1,0,"0"
0.029311652,56,0,0.098632109,9,0,1,0,"0"
0.964119271,46,6,0.52173913,14,0,0,0,"0"
0.079116125,46,0,0.622679235,16,0,1,0,"0"
0.025796354,69,0,0.00311975,5,0,0,0,"0"
0.056097195,55,0,0.237784148,3,0,2,0,"0"
0.012026621,71,0,1424,6,0,2,0,"0"
0,42,1,0.287624272,8,0,2,0,"0"
0.000216447,63,0,0.421716395,12,0,1,0,"0"
0.196715192,60,0,2504,12,0,1,0,"0"
0.704941197,50,0,0.91683629,12,0,1,0,"0"
0.108578284,67,0,1655,10,0,1,0,"0"
0.950238582,47,0,0.237487537,7,1,0,0,"0"
0.030039429,29,0,0.003400259,6,0,0,0,"0"
1.081621321,33,2,0.393151712,6,0,2,1,"1"
0.840053316,35,1,0.183475448,11,0,0,1,"0"
0.291505551,47,1,0.245354413,9,0,2,0,"0"
0,41,0,26,4,0,0,0,"0"
0,75,0,0.395441823,11,0,2,0,"0"
0.24793033,25,0,0.091533896,6,0,0,0,"1"
0.099211199,25,0,0.005999077,2,0,0,0,"0"
0.953280373,34,1,0.582315041,12,0,2,0,"0"
0.911435942,50,2,0.487162461,5,1,1,0,"0"
0.099789662,32,0,1992,6,0,1,0,"0"
0.914355273,38,0,622,7,0,0,0,"0"
0.731683017,37,0,0.22517321,12,0,1,0,"0"
0.226837169,68,0,0.241310351,12,0,1,0,"0"
1.014794082,48,2,0.517998468,5,0,2,0,"0"
0.064489704,40,0,0.007770541,2,0,0,0,"0"
0.663880275,51,0,0.255509784,7,0,1,0,"0"
0.102526175,55,0,0.135868562,15,0,2,0,"0"
0.012047504,50,0,2216,12,0,3,0,"0"
0.263177006,38,0,0.685698524,13,0,2,0,"0"
0.036797181,52,0,0.198251479,16,0,2,0,"0"
0.049353138,35,0,0.520072716,7,0,1,0,"0"
0.370063679,46,0,0.348739029,8,0,2,0,"0"
0.342444266,66,0,0.469468307,13,0,2,0,"0"
1.002035815,41,6,0.634897216,15,0,2,1,"1"
0.134514201,34,0,3254,4,0,1,0,"0"
0.958869409,38,0,0.353682316,7,0,1,0,"0"
0.006718215,76,0,58,5,0,0,0,"0"
0.9999999,44,1,0.163167367,9,0,0,0,"0"
0.012469855,84,0,0.001170047,2,0,0,0,"0"
0,46,0,0.157691434,4,0,0,0,"0"
0,53,0,2390,5,0,1,0,"0"
0.102450234,51,0,0.276611151,7,0,1,0,"0"
0.400469032,54,1,0.443867865,20,0,1,0,"0"
0.058244862,59,0,0.146170766,9,0,0,0,"0"
0.571989505,35,0,0.224962506,5,0,0,0,"0"
0.26101017,61,0,0.352448169,8,0,1,0,"0"
0.08319744,40,0,550,3,0,0,0,"0"
0.315745945,42,1,4330,10,0,1,0,"0"
0.458688621,24,0,0.087728068,3,0,0,0,"0"
0.140746396,79,1,0.465465465,13,0,2,0,"0"
0.030274924,64,0,0.020195961,4,0,0,0,"0"
0,44,0,0.040225829,2,0,0,0,"0"
0.148393203,78,0,908,14,0,0,0,"0"
0,30,0,0.048790242,3,0,0,0,"0"
0.366463354,63,0,0.1568027,7,0,3,0,"0"
0.547716107,41,0,1685,15,0,1,0,"0"
0.306072718,39,0,0.179039301,11,0,0,0,"0"
0,41,0,2479,13,0,1,0,"0"
0.000699977,62,0,966,4,0,1,0,"1"
0.643514198,34,2,4166,8,0,2,0,"0"
0,63,0,0.091095674,17,0,0,0,"1"
0.172600571,56,1,0.392661508,11,0,2,0,"0"
0,56,0,0.188203753,3,0,0,0,"0"
0,64,0,0,2,0,0,0,"0"
0.451088022,32,0,0.027119458,8,0,0,0,"0"
0.049853372,53,0,81,8,0,0,0,"0"
0.006234927,64,1,333,8,0,1,0,"0"
0.003599949,46,0,0.00308642,5,0,0,0,"0"
0.78972768,32,1,0.365324193,6,1,0,0,"0"
0.9999999,72,2,0.854390935,6,2,3,1,"1"
0.183671951,49,0,0.262210797,4,0,1,0,"0"
0.072518561,55,0,0.298634294,4,0,2,0,"0"
0.063595868,61,0,0.337545325,15,0,2,0,"0"
0.882135505,46,3,1.199971019,20,0,2,0,"0"
0.659983582,51,1,0.164307004,6,0,0,0,"0"
0.097697558,54,0,0.595680864,3,0,1,0,"0"
0.012487196,78,0,40,2,0,0,0,"0"
0.527902119,57,0,2624,10,0,1,0,"0"
0.165748012,37,0,0.202336816,3,0,1,0,"0"
0.9999999,29,0,0.251962884,1,0,0,0,"1"
0.550744926,42,0,0.111725132,7,0,0,0,"1"
0.170937825,49,0,0.298733454,9,0,1,0,"0"
0.000744025,62,0,0.320824362,9,0,1,0,"0"
0.017841636,58,0,0.261012492,8,0,1,0,"0"
0.051582065,69,0,1374,13,0,0,0,"0"
0.835418953,52,0,0.315307058,6,0,1,0,"0"
0.015317472,80,0,0.114344315,7,0,1,0,"0"
0.080328871,51,0,0.008665222,2,0,0,0,"0"
0.9999999,51,0,0.593834618,8,0,2,0,"0"
0.411955876,48,0,0.265565919,9,0,2,0,"0"
0,56,0,2551,10,0,1,0,"0"
0.457405679,28,0,0.070686071,2,0,0,0,"0"
0.633133364,41,1,0.274514747,9,0,0,0,"0"
0.975767474,48,3,0.590315712,11,0,3,0,"1"
0.058806934,55,0,1243,12,0,1,0,"0"
0.528015948,55,0,0.305722211,9,0,2,0,"1"
0,76,0,0.042186002,9,0,0,0,"0"
0.451182566,40,0,14746,23,0,7,0,"0"
0.042921612,65,0,0.267033432,7,0,0,0,"0"
0.680786232,39,0,0.314857081,6,0,2,0,"0"
0.532654559,31,0,0.55822198,15,0,4,0,"0"
0.236813571,41,0,0.676357963,9,0,4,0,"0"
0.067784239,64,0,2148,6,0,1,0,"0"
0,22,0,0.700996678,4,0,0,0,"0"
0.33476111,54,1,0.247987536,7,0,2,0,"0"
0.013406853,45,0,0.005941617,8,0,0,0,"0"
0.379262074,53,0,0.030532289,5,0,0,0,"0"
0.055462874,48,3,6274,11,0,2,0,"0"
0.745233582,52,1,1.335065974,8,0,1,0,"0"
0.308349714,32,0,0.873324397,9,0,1,0,"0"
0.085276482,30,1,0.03956044,4,0,0,0,"0"
0.498877414,73,0,0.479604079,17,0,3,0,"0"
0.946679774,40,0,0.499266764,9,0,1,0,"0"
0.9999999,27,1,0.180546302,1,0,0,0,"1"
0.226338683,49,0,498,2,0,0,0,"0"
0.530822951,60,0,0.52304336,15,0,3,0,"0"
0,96,0,0.189837685,2,0,0,0,"0"
0.9999999,31,1,0.068732817,1,0,0,0,"0"
0.005644194,39,0,1197,4,0,1,0,"0"
0.023089276,90,0,0.004837149,6,0,0,0,"0"
0.610925402,45,0,1.026563839,8,0,1,0,"0"
0.001756727,72,0,0.004665112,7,0,0,0,"0"
0.024558612,64,0,0.336277287,8,0,0,0,"0"
0.184961801,45,0,0.337832771,8,0,2,0,"0"
0.996916515,34,0,0.207035067,15,0,1,0,"1"
0.16134876,62,0,0.068154257,4,0,0,0,"0"
0.01946723,69,0,0.295103661,13,0,1,0,"0"
0.000212721,57,0,0.165278241,4,0,0,0,"0"
0.876157496,69,0,5325,10,0,1,0,"0"
0.005133162,73,0,0.200262025,8,0,2,0,"0"
0.356816592,69,0,0.322862129,5,0,2,0,"0"
0.958083832,28,0,14,1,0,0,0,"0"
0.594819646,53,0,0.082234816,12,0,0,0,"0"
0.496059843,45,0,1.314310799,9,0,0,0,"0"
0.016249594,65,0,0.293808486,15,0,1,0,"0"
1.00868323,55,1,0.624895851,5,1,1,0,"0"
0.84708955,57,1,0.343813617,15,2,2,0,"0"
0.109611299,72,0,0.012993503,3,0,0,0,"0"
1.202457821,65,4,0.258339511,15,0,0,0,"1"
0.067449437,73,0,62,1,0,0,0,"0"
0.774344558,60,0,3951,11,0,1,0,"0"
0.024684904,43,0,0.555375122,8,0,2,0,"0"
0.000194506,56,1,0.181316065,12,0,1,0,"0"
0.141793918,47,0,1.477261369,13,0,2,0,"0"
0.043940209,40,0,4622,9,0,2,0,"0"
0.9999999,38,0,0.533164456,5,0,2,0,"0"
0.092868218,62,0,0.133966508,16,0,0,0,"0"
0.421287759,31,0,0.311287613,9,0,1,0,"0"
0.9999999,37,0,0.778888195,1,0,1,1,"1"
0.064134161,57,0,0.201173177,9,0,1,0,"0"
0.9999999,59,0,0,3,0,0,0,"0"
0.030312516,63,1,0.354935622,8,0,2,0,"0"
0.617785733,47,0,1.491377156,16,0,2,0,"1"
0.41007969,51,0,1613,8,0,1,0,"0"
0.320356573,80,0,0.822565396,9,0,1,0,"0"
0.303736011,54,0,0.507347372,15,0,1,0,"0"
0.001549961,82,0,0.000249938,7,0,0,0,"0"
0.9999999,52,1,1918,1,0,1,0,"0"
0.9999999,42,1,0.364485315,6,0,2,0,"0"
0.487498271,50,1,0.1868022,7,0,1,0,"0"
0.9999999,40,0,0,0,1,0,0,"1"
0.045406809,53,0,1.522938624,13,0,3,0,"0"
0.530004126,49,0,0.269079389,8,0,2,0,"0"
1.06947502,61,0,0.497834583,17,0,2,0,"0"
0.451920773,66,0,4440,24,0,2,0,"0"
0.648667567,47,0,0.069686947,4,0,0,1,"0"
0.342503939,46,2,2495,4,2,1,0,"1"
0,84,0,0.048983672,7,0,0,0,"0"
0.000153372,79,0,0.517666393,11,0,1,0,"0"
0.010632979,71,0,0.109590809,6,0,1,0,"0"
0.187130262,42,0,0.43181281,16,0,1,0,"0"
0,50,0,0.307692308,17,0,5,0,"0"
0.003673319,84,0,2,2,0,0,0,"0"
0.35832084,63,0,0.416804865,6,0,1,0,"1"
0.063578294,52,2,0.408998334,8,0,1,1,"0"
0.488921504,43,0,0.859576079,10,0,1,0,"0"
0.265283475,48,0,0.385107099,12,0,2,0,"0"
0.02431634,66,1,13,5,0,0,0,"0"
0.17939103,52,0,0.028336966,2,0,1,0,"0"
0.762607723,68,0,0.649545594,16,0,2,0,"0"
0.110377512,51,0,0.619532199,12,0,3,0,"1"
0.955726935,35,0,0.079168333,5,0,0,0,"1"
0.358296799,31,0,0.155503329,9,0,0,1,"1"
0.9999999,48,1,56,0,0,0,0,"0"
0.109309042,45,2,0.566594026,13,0,4,0,"0"
0.028747108,72,0,24,4,0,0,0,"0"
0.003974908,69,0,0.325345748,7,0,1,0,"0"
0.33237801,51,0,0.042237755,11,0,1,0,"0"
0.078769026,47,0,0.32210875,3,0,1,0,"0"
0.02189296,65,0,0.548085407,10,0,2,0,"0"
0.201672621,40,0,5108,9,0,3,0,"0"
0.179478812,67,0,0.285288764,8,0,1,0,"0"
0.009093954,61,0,0.268928278,20,0,1,0,"0"
0.322918033,56,0,0.246072472,10,0,2,0,"0"
0.006270363,52,0,0.055715538,5,0,0,0,"0"
0.079384479,23,0,0.054339328,7,0,0,0,"0"
0.030687845,66,0,0.14497868,10,0,1,0,"0"
0.019796041,25,1,0.382504754,2,0,1,0,"0"
0.97386806,45,0,1.156143924,8,0,0,0,"0"
0.002599913,55,0,0.266011063,2,0,1,0,"0"
0.02584382,45,0,0.678696696,13,0,3,0,"0"
0.095422341,34,0,0.45410628,8,0,2,0,"0"
0.170759933,47,0,1.232453509,17,0,1,0,"0"
0.9999999,72,0,0.055982437,2,0,0,0,"0"
0.293676581,25,0,0.049937578,3,0,0,0,"0"
0.154942253,48,1,5484,10,0,4,0,"0"
0.456234302,52,0,0.114080574,9,0,0,0,"0"
0.429346015,47,1,0.203520467,4,0,1,0,"0"
0.155428297,43,0,0.148346976,8,0,2,0,"0"
4.638722555,40,2,1011,6,0,0,1,"1"
0.273110479,53,0,2.238200999,19,0,1,0,"0"
0,83,0,0,2,0,0,0,"0"
0,41,0,0.227717079,9,0,0,0,"0"
0.275165953,53,3,0.355114015,15,2,4,0,"0"
0.9999999,39,0,0,2,0,0,0,"0"
0.160852982,87,0,0.266929253,14,0,1,0,"0"
0.118878584,60,0,0.404887531,6,0,1,0,"0"
0,47,0,0.467653235,7,0,3,0,"0"
0.030118331,36,0,0.496717724,9,0,1,0,"0"
0.683083512,28,0,0.004241782,2,0,0,0,"0"
0,42,0,0.218661773,5,0,2,0,"0"
0.192209034,67,0,132,4,0,0,0,"0"
0.039022348,41,0,0.136158625,6,0,2,0,"0"
0.008914327,38,0,0.179962508,12,0,1,0,"0"
0.069129524,53,0,984,10,0,1,0,"0"
1.16429776,40,4,0.166001925,14,0,0,2,"1"
0.224411398,43,0,0.187951512,14,0,0,0,"0"
0.169112121,47,1,1874,12,0,1,0,"0"
0,58,0,1.19032387,13,0,1,0,"0"
0.007936613,49,0,0.124928629,9,0,0,0,"0"
0.16332477,54,0,0.224292524,11,0,3,0,"0"
0,64,0,0.105957617,4,1,0,0,"0"
0.039836319,50,0,603,7,0,1,0,"0"
0.114956707,65,0,0.04150998,8,0,0,0,"0"
0.060414988,61,0,0.228099413,8,0,2,0,"0"
0.040998536,62,0,0.117146532,4,0,2,0,"0"
0,51,0,0.217367895,5,0,1,0,"0"
1.729693742,40,2,0.38328792,4,0,0,2,"1"
0.29260496,50,0,0.298635729,16,0,1,0,"0"
0.9999999,54,0,0.014242673,2,0,0,0,"0"
0,39,0,2763,4,0,2,0,"0"
0.004390704,58,0,2133,9,0,2,0,"0"
0.008237703,46,0,0.000657808,7,0,0,0,"0"
0.9999999,37,0,0,1,1,0,0,"0"
0.027197175,55,0,0.260740639,10,0,1,0,"0"
0.0019999,58,0,0.416791604,4,0,2,0,"0"
0.041476786,49,0,0.021413048,11,0,1,0,"0"
0.034575406,35,0,0.174037253,13,0,0,0,"0"
0.421914691,66,1,0.113031677,15,0,2,0,"0"
0.9999999,47,4,0.344443704,5,0,1,1,"0"
0.785049709,40,2,0.19542966,5,0,0,0,"1"
0.009224113,70,0,0.013317892,6,0,0,0,"0"
0.069790697,63,0,0.289109722,6,0,1,0,"0"
0.53216469,44,0,0.314152411,4,0,1,0,"0"
0.170608593,74,0,0.408687305,13,0,1,0,"0"
0.293221366,33,1,0.299581894,7,0,0,1,"0"
0.445894827,58,1,4160,13,0,1,0,"0"
0.177444454,56,0,0.076274818,10,0,0,0,"0"
0.267673154,30,0,0.238729269,7,0,0,0,"0"
0.176523924,33,1,0.109090909,13,0,0,0,"0"
0.201002925,47,0,0.470451289,13,0,1,0,"0"
0.23648522,37,0,0.249862652,7,0,2,0,"0"
0.446423047,42,0,0.354487331,12,0,0,0,"0"
0.032095941,71,0,0.16247438,7,0,1,0,"0"
0.740341989,35,0,0.291447906,5,0,1,0,"0"
0.140485951,48,0,0.038889975,2,0,0,0,"0"
0.021255928,74,0,11,2,0,0,0,"0"
0.386323752,73,0,0.660925102,17,2,2,0,"1"
0.073099481,63,0,0.162938202,4,0,1,0,"0"
1.924170616,61,0,945,2,1,0,0,"0"
0.377506882,79,0,0.086365454,10,0,0,0,"0"
0.9999999,58,0,1276,3,0,1,0,"0"
0.742392965,46,0,0.509249075,8,1,2,0,"0"
0.022716288,73,1,0.012588944,8,0,0,0,"0"
0.136207308,38,0,0.399541885,10,0,2,0,"0"
0.273004349,61,0,0.628997868,14,0,2,0,"0"
0.787979795,76,0,0.711648113,20,0,11,0,"0"
0.003873399,65,0,0.000946074,12,0,0,0,"0"
0.907573813,25,3,619,5,2,0,1,"1"
0.029906195,77,0,0.00719856,9,0,0,0,"0"
0.9999999,58,0,0.449191056,6,0,2,0,"1"
0.9999999,30,0,0.250491159,2,0,0,0,"0"
0.073713854,83,0,0.02998929,8,0,0,0,"0"
0.86725761,49,0,0.531368821,12,0,2,0,"0"
0,34,0,0.240168085,8,0,2,0,"0"
0,57,0,0,6,0,0,0,"0"
0.001555446,56,0,0.190309399,32,0,2,0,"0"
0.330378608,58,0,0.46918742,19,0,2,0,"0"
0.068885656,50,0,0.210990826,27,0,2,0,"0"
0.028295097,52,1,0.41098027,18,0,4,0,"0"
0.8023992,35,1,565,7,0,0,0,"0"
0.096044006,51,0,0.733326667,15,0,4,0,"0"
0.335519758,62,1,0.494302169,16,3,2,0,"0"
0.025593285,45,0,0.335381522,10,0,1,0,"0"
0.169455808,62,0,129,4,0,0,0,"0"
0.014028525,68,0,0.054118902,7,0,0,0,"0"
0.018065186,77,0,0.382069543,5,0,0,0,"0"
0,42,0,0.107413227,3,0,0,0,"0"
0.117044148,61,0,0.008234325,4,0,0,0,"0"
0.070239884,71,0,0.223802104,12,0,1,0,"0"
0.551811902,40,0,0.023173207,4,3,0,0,"0"
0.937151835,49,0,0.266933267,1,3,0,0,"1"
0.004189405,50,0,0.270208512,11,0,1,0,"0"
0.00916604,56,0,0.195121951,25,0,2,0,"0"
0.030712823,54,0,18,6,0,0,0,"0"
0.035997222,81,0,0.062043328,15,0,0,0,"0"
0.158067355,52,0,0.253191817,5,0,1,0,"0"
0.319214841,69,0,0.409530157,9,0,2,0,"0"
0.824279535,37,0,0.334223579,6,0,1,0,"0"
0.724461941,38,0,0.383682176,7,0,1,0,"0"
0.054246587,79,0,0.019994522,2,0,0,0,"0"
0.852383626,49,0,4106,25,0,3,0,"0"
0,29,0,0.236935867,8,0,0,0,"0"
0,47,0,0.256625783,15,0,1,0,"0"
0.779839147,45,0,0.188378471,9,0,0,0,"0"
0.008791484,83,0,452,7,0,1,0,"0"
0.211140335,50,0,0.276405011,9,0,2,0,"0"
0.081931633,41,2,0.240788346,11,0,0,0,"0"
0.195447727,56,1,0.271123309,6,0,1,0,"0"
1.079560063,34,1,0.341823375,6,0,0,0,"0"
0.9999999,31,0,0.692177828,4,0,1,0,"0"
0.008195181,79,0,7,6,0,0,0,"0"
0.023091346,59,0,1224,4,0,1,0,"0"
0.023975407,81,0,0.367211219,9,0,1,0,"0"
